Wall time,Step,Value
1753445402.3247387,1,6.996923446655273
1753445417.7413266,2,-36.2453498840332
1753445449.535249,4,28.728397369384766
1753445480.5956943,6,88.94364929199219
1753445496.549758,7,128.0386962890625
1753445512.2533329,8,176.38404846191406
1753445527.7392979,9,216.97372436523438
1753445543.406985,10,230.71177673339844
1753445559.2913485,11,250.7874298095703
1753445574.851189,12,257.1648254394531
1753445590.2085745,13,265.5091247558594
1753445605.822199,14,273.9736633300781
1753445621.3019106,15,282.8443298339844
1753445636.6297426,16,304.43701171875
1753445652.0765462,17,327.0105285644531
1753445667.6680593,18,349.6490478515625
1753445683.0633497,19,366.4330749511719
1753445698.2428825,20,385.098388671875
1753445713.7774453,21,406.0450134277344
1753445729.1595638,22,398.19354248046875
1753445744.5654302,23,398.6885681152344
1753445759.9327753,24,386.8206481933594
1753445775.3442676,25,379.9276123046875
1753445790.788736,26,374.530029296875
1753445821.561377,28,369.58203125
1753445867.5554862,31,315.6463928222656
1753445882.8744931,32,286.97418212890625
1753445898.2472239,33,272.7378234863281
1753445913.4386601,34,281.4654846191406
1753445928.9673414,35,291.54876708984375
1753445959.6063282,37,345.1541748046875
1753445974.8892848,38,395.4583740234375
1753445990.356996,39,431.56500244140625
1753446005.633532,40,456.5054931640625
1753446020.7768087,41,461.21624755859375
1753446051.6007686,43,523.0814208984375
1753446066.7333047,44,526.4992065429688
1753446082.2770684,45,527.4783935546875
1753446097.5033112,46,558.3433227539062
1753446112.8253682,47,583.9708862304688
1753446128.088718,48,591.96435546875
1753446158.6859758,50,628.3114013671875
1753446173.9132426,51,624.6988525390625
1753446204.6218984,53,637.427734375
1753446219.8422527,54,623.5360107421875
1753446235.072937,55,633.0250244140625
1753446250.5315807,56,598.1890258789062
1753446265.9174664,57,611.0049438476562
1753446280.9910316,58,640.5108642578125
1753446311.6155944,60,653.3525390625
1753446326.8010268,61,623.0614013671875
1753446341.86481,62,658.8826293945312
1753446357.295518,63,686.6409912109375
1753446372.5112092,64,667.5651245117188
1753446387.671465,65,686.5980834960938
1753446402.807565,66,725.7449951171875
1753446417.9672437,67,710.084716796875
1753446433.0489583,68,730.7950439453125
1753446448.1322722,69,720.2819213867188
1753446463.5273163,70,751.9758911132812
1753446493.9477758,72,890.7732543945312
1753446509.0956995,73,892.3013916015625
1753446524.521993,74,893.1727905273438
1753446539.7913084,75,932.3562622070312
1753446570.439081,77,958.9153442382812
1753446585.8098633,78,927.5584106445312
1753446601.1058419,79,958.2094116210938
1753446616.313992,80,1001.4050903320312
1753446646.946652,82,1058.518310546875
1753446662.1749258,83,1032.438232421875
1753446692.6521878,85,1064.7249755859375
1753446707.8832777,86,1056.6239013671875
1753446723.0046105,87,1066.4595947265625
1753446738.3295124,88,1076.637451171875
1753446753.5356562,89,1091.036865234375
1753446768.7471857,90,1086.9970703125
1753446799.1816149,92,1063.35986328125
1753446814.413468,93,1046.0831298828125
1753446829.5402982,94,1046.908203125
1753446844.883837,95,1065.168212890625
1753446860.137884,96,1027.393310546875
1753446875.383131,97,1027.5406494140625
1753446890.7210038,98,1009.6297607421875
1753446921.1575172,100,1066.289794921875
1753446936.3767254,101,1102.3524169921875
1753446951.839407,102,1142.289794921875
1753446967.2241042,103,1167.9532470703125
1753446982.4276624,104,1092.2110595703125
1753446997.8599913,105,1094.838623046875
1753447013.131571,106,1033.7347412109375
1753447028.3905149,107,1076.2911376953125
1753447059.1015875,109,1081.098876953125
1753447074.4252498,110,1164.241943359375
1753447089.7550673,111,1159.3800048828125
1753447104.995817,112,1158.76025390625
1753447135.4135878,114,1165.1912841796875
1753447150.5393147,115,1189.2728271484375
1753447165.9190242,116,1214.19287109375
1753447181.1663551,117,1236.3740234375
1753447196.4195065,118,1292.1151123046875
1753447211.4851313,119,1317.848388671875
1753447226.860992,120,1344.444091796875
1753447242.051021,121,1340.32421875
1753447257.1367552,122,1355.2574462890625
1753447272.5143685,123,1327.7723388671875
1753447287.76236,124,1306.3284912109375
1753447303.0128596,125,1319.56201171875
1753447318.2515628,126,1296.0357666015625
1753447333.5080993,127,1284.24755859375
1753447348.757694,128,1244.00634765625
1753447379.2200031,130,1280.0477294921875
